Event,Date,White,Black,Result,WhiteElo,BlackElo,ECO,SpeedChess
Opera Euro Rapid Prelim,2021-02-07,Shankland,Dubov,0-1,2691,2710,D08,1
Opera Euro Rapid Prelim,2021-02-07,Duda,Aronian,1/2-1/2,2743,2781,C78,1
Opera Euro Rapid Prelim,2021-02-07,Grischuk,So,1/2-1/2,2777,2770,C67,1
Opera Euro Rapid Prelim,2021-02-07,Giri,MVL,1-0,2764,2784,B67,1
Opera Euro Rapid Prelim,2021-02-07,Nepo,Carlsen,1/2-1/2,2789,2862,C78,1
Opera Euro Rapid Prelim,2021-02-07,Nakamura,Ding Liren,1-0,2736,2791,A01,1
Opera Euro Rapid Prelim,2021-02-07,Vidit,Radjabov,1/2-1/2,2726,2765,A15,1
Opera Euro Rapid Prelim,2021-02-07,Dubov,Radjabov,1/2-1/2,2710,2765,D40,1
Opera Euro Rapid Prelim,2021-02-07,Ding Liren,Vidit,1-0,2791,2726,A36,1
Opera Euro Rapid Prelim,2021-02-07,Carlsen,Nakamura,1-0,2862,2736,D37,1
Opera Euro Rapid Prelim,2021-02-07,MVL,Nepo,1/2-1/2,2784,2789,B51,1
Opera Euro Rapid Prelim,2021-02-07,So,Giri,1/2-1/2,2770,2764,D38,1
Opera Euro Rapid Prelim,2021-02-07,Aronian,Grischuk,1/2-1/2,2781,2777,B90,1
Opera Euro Rapid Prelim,2021-02-07,Shankland,Dominguez Perez,1/2-1/2,2691,2758,D38,1
Opera Euro Rapid Prelim,2021-02-06,MVL,Dubov,1-0,2784,2710,C55,1
Opera Euro Rapid Prelim,2021-02-06,So,Carlsen,1-0,2770,2862,B52,1
Opera Euro Rapid Prelim,2021-02-06,Aronian,Ding Liren,1-0,2781,2791,B90,1
Opera Euro Rapid Prelim,2021-02-06,Shankland,Vidit,1-0,2691,2726,D41,1
Opera Euro Rapid Prelim,2021-02-06,Dominguez Perez,Nakamura,1/2-1/2,2758,2736,C70,1
Opera Euro Rapid Prelim,2021-02-06,Duda,Nepo,0-1,2743,2789,D87,1
Opera Euro Rapid Prelim,2021-02-06,Grischuk,Giri,1/2-1/2,2777,2764,C65,1
Opera Euro Rapid Prelim,2021-02-06,Dubov,Giri,1/2-1/2,2710,2764,C56,1
Opera Euro Rapid Prelim,2021-02-06,Nepo,Grischuk,1-0,2789,2777,B94,1
Opera Euro Rapid Prelim,2021-02-06,Nakamura,Duda,1/2-1/2,2736,2743,D41,1
Opera Euro Rapid Prelim,2021-02-06,Vidit,Dominguez Perez,1-0,2726,2758,E46,1
Opera Euro Rapid Prelim,2021-02-06,Radjabov,Shankland,1-0,2765,2691,D02,1
Opera Euro Rapid Prelim,2021-02-06,Carlsen,Aronian,1-0,2862,2781,D38,1
Opera Euro Rapid Prelim,2021-02-06,MVL,So,1-0,2784,2770,C65,1
Opera Euro Rapid Prelim,2021-02-06,So,Dubov,1-0,2770,2710,B30,1
Opera Euro Rapid Prelim,2021-02-06,Aronian,MVL,1-0,2781,2784,B68,1
Opera Euro Rapid Prelim,2021-02-06,Shankland,Ding Liren,1-0,2691,2791,E12,1
Opera Euro Rapid Prelim,2021-02-06,Dominguez Perez,Radjabov,1/2-1/2,2758,2765,B32,1
Opera Euro Rapid Prelim,2021-02-06,Duda,Vidit,1/2-1/2,2743,2726,D40,1
Opera Euro Rapid Prelim,2021-02-06,Grischuk,Nakamura,1/2-1/2,2777,2736,C70,1
Opera Euro Rapid Prelim,2021-02-06,Giri,Nepo,1-0,2764,2789,B90,1
Opera Euro Rapid Prelim,2021-02-06,Dubov,Nepo,1/2-1/2,2710,2789,B93,1
Opera Euro Rapid Prelim,2021-02-06,Nakamura,Giri,1-0,2736,2764,C67,1
Opera Euro Rapid Prelim,2021-02-06,Vidit,Grischuk,1/2-1/2,2726,2777,E06,1
Opera Euro Rapid Prelim,2021-02-06,Radjabov,Duda,1/2-1/2,2765,2743,D41,1
Opera Euro Rapid Prelim,2021-02-06,Ding Liren,Dominguez Perez,1-0,2791,2758,A36,1
Opera Euro Rapid Prelim,2021-02-06,Carlsen,Shankland,1-0,2862,2691,A11,1
Opera Euro Rapid Prelim,2021-02-06,So,Aronian,1/2-1/2,2770,2781,E39,1
Opera Euro Rapid Prelim,2021-02-06,Aronian,Dubov,0-1,2781,2710,B50,1
Opera Euro Rapid Prelim,2021-02-06,Shankland,MVL,1/2-1/2,2691,2784,D97,1
Opera Euro Rapid Prelim,2021-02-06,Dominguez Perez,Carlsen,0-1,2758,2862,B75,1
Opera Euro Rapid Prelim,2021-02-06,Duda,Ding Liren,1-0,2743,2791,D38,1
Opera Euro Rapid Prelim,2021-02-06,Grischuk,Radjabov,1/2-1/2,2777,2765,B31,1
Opera Euro Rapid Prelim,2021-02-06,Giri,Vidit,1-0,2764,2726,D41,1
Opera Euro Rapid Prelim,2021-02-06,Nepo,Nakamura,1-0,2789,2736,C67,1
83rd Tata Steel Masters,2021-01-31,Anton Guijarro,Giri,1/2-1/2,2679,2764,B90,0
83rd Tata Steel Masters,2021-01-31,Carlsen,MVL,1-0,2862,2784,D85,0
83rd Tata Steel Masters,2021-01-31,Firouzja,Wojtaszek,1/2-1/2,2749,2705,A07,0
83rd Tata Steel Masters,2021-01-31,Duda,Harikrishna,1/2-1/2,2743,2732,D45,0
83rd Tata Steel Masters,2021-01-30,Wojtaszek,Carlsen,1/2-1/2,2705,2862,D45,0
83rd Tata Steel Masters,2021-01-30,Caruana,Anton Guijarro,1/2-1/2,2823,2679,D37,0
83rd Tata Steel Masters,2021-01-30,Giri,Firouzja,1/2-1/2,2764,2749,C11,0
83rd Tata Steel Masters,2021-01-30,MVL,Duda,1/2-1/2,2784,2743,C42,0
83rd Tata Steel Masters,2021-01-29,Carlsen,Giri,1/2-1/2,2862,2764,C53,0
83rd Tata Steel Masters,2021-01-29,Van Foreest,Harikrishna,1-0,2671,2732,C53,0
83rd Tata Steel Masters,2021-01-29,Firouzja,Caruana,1/2-1/2,2749,2823,C53,0
83rd Tata Steel Masters,2021-01-29,Wojtaszek,MVL,1/2-1/2,2705,2784,D82,0
83rd Tata Steel Masters,2021-01-27,Caruana,Carlsen,1/2-1/2,2823,2862,E00,0
83rd Tata Steel Masters,2021-01-27,Giri,Wojtaszek,1-0,2764,2705,A45,0
83rd Tata Steel Masters,2021-01-27,Duda,Van Foreest,1/2-1/2,2743,2671,E60,0
83rd Tata Steel Masters,2021-01-26,Wojtaszek,Caruana,0-1,2705,2823,E94,0
83rd Tata Steel Masters,2021-01-26,Giri,MVL,1-0,2764,2784,B90,0
83rd Tata Steel Masters,2021-01-26,Anton Guijarro,Harikrishna,1/2-1/2,2679,2732,B56,0
83rd Tata Steel Masters,2021-01-24,Duda,Anton Guijarro,1/2-1/2,2743,2679,C50,0
83rd Tata Steel Masters,2021-01-24,Harikrishna,Firouzja,0-1,2732,2749,D10,0
83rd Tata Steel Masters,2021-01-24,MVL,Van Foreest,1/2-1/2,2784,2671,C78,0
83rd Tata Steel Masters,2021-01-24,Caruana,Giri,1/2-1/2,2823,2764,A45,0
83rd Tata Steel Masters,2021-01-23,Carlsen,Harikrishna,1/2-1/2,2862,2732,B47,0
83rd Tata Steel Masters,2021-01-23,Caruana,MVL,1-0,2823,2784,B97,0
83rd Tata Steel Masters,2021-01-23,Firouzja,Duda,1-0,2749,2743,D02,0
83rd Tata Steel Masters,2021-01-22,Duda,Carlsen,1/2-1/2,2743,2862,C50,0
83rd Tata Steel Masters,2021-01-22,Van Foreest,Anton Guijarro,1-0,2671,2679,C84,0
83rd Tata Steel Masters,2021-01-22,Harikrishna,Wojtaszek,1/2-1/2,2732,2705,D38,0
83rd Tata Steel Masters,2021-01-21,Firouzja,Van Foreest,1/2-1/2,2749,2671,D02,0
83rd Tata Steel Masters,2021-01-21,Giri,Harikrishna,1/2-1/2,2764,2732,D20,0
83rd Tata Steel Masters,2021-01-21,Wojtaszek,Duda,1/2-1/2,2705,2743,D41,0
83rd Tata Steel Masters,2021-01-19,Van Foreest,Carlsen,1/2-1/2,2671,2862,C78,0
83rd Tata Steel Masters,2021-01-19,MVL,Anton Guijarro,1/2-1/2,2784,2679,C89,0
83rd Tata Steel Masters,2021-01-19,Duda,Giri,1/2-1/2,2743,2764,D87,0
83rd Tata Steel Masters,2021-01-19,Harikrishna,Caruana,1/2-1/2,2732,2823,C78,0
83rd Tata Steel Masters,2021-01-18,Wojtaszek,Van Foreest,1/2-1/2,2705,2671,D41,0
83rd Tata Steel Masters,2021-01-18,Caruana,Duda,1/2-1/2,2823,2743,C42,0
83rd Tata Steel Masters,2021-01-18,Firouzja,Anton Guijarro,1-0,2749,2679,D02,0
83rd Tata Steel Masters,2021-01-17,Anton Guijarro,Carlsen,1/2-1/2,2679,2862,B34,0
83rd Tata Steel Masters,2021-01-17,MVL,Firouzja,1/2-1/2,2784,2749,B12,0
83rd Tata Steel Masters,2021-01-17,Van Foreest,Giri,1/2-1/2,2671,2764,C42,0
83rd Tata Steel Masters,2021-01-16,Carlsen,Firouzja,1-0,2862,2749,D37,0
83rd Tata Steel Masters,2021-01-16,Wojtaszek,Anton Guijarro,1/2-1/2,2705,2679,E10,0
83rd Tata Steel Masters,2021-01-16,Harikrishna,MVL,1/2-1/2,2732,2784,B90,0
83rd Tata Steel Masters,2021-01-16,Caruana,Van Foreest,1/2-1/2,2823,2671,D32,0
Airthings Masters KO 2020,2021-01-03,Aronian,Radjabov,1/2-1/2,2781,2765,C53,1
Airthings Masters KO 2020,2021-01-03,Dubov,MVL,0-1,2702,2784,B51,1
Airthings Masters KO 2020,2021-01-03,Radjabov,Aronian,1-0,2765,2781,D80,1
Airthings Masters KO 2020,2021-01-03,MVL,Dubov,1/2-1/2,2784,2702,C55,1
Airthings Masters KO 2020,2021-01-03,Aronian,Radjabov,1/2-1/2,2781,2765,C53,1
Airthings Masters KO 2020,2021-01-03,Dubov,MVL,1-0,2702,2784,B52,1
Airthings Masters KO 2020,2021-01-03,MVL,Dubov,1-0,2784,2702,C78,1
Airthings Masters KO 2020,2021-01-02,Radjabov,Aronian,1/2-1/2,2765,2781,D39,1
Airthings Masters KO 2020,2021-01-02,MVL,Dubov,0-1,2784,2702,C55,1
Airthings Masters KO 2020,2021-01-02,Aronian,Radjabov,1/2-1/2,2781,2765,B30,1
Airthings Masters KO 2020,2021-01-02,Dubov,MVL,1-0,2702,2784,B51,1
Airthings Masters KO 2020,2021-01-02,Radjabov,Aronian,1/2-1/2,2765,2781,D39,1
Airthings Masters KO 2020,2021-01-02,MVL,Dubov,1-0,2784,2702,C55,1
Airthings Masters KO 2020,2021-01-02,Aronian,Radjabov,0-1,2781,2765,C67,1
Airthings Masters KO 2020,2021-01-02,Dubov,MVL,0-1,2702,2784,B51,1
Airthings Masters KO 2020,2021-01-01,Dubov,Radjabov,0-1,2702,2765,D37,1
Airthings Masters KO 2020,2021-01-01,Aronian,MVL,1/2-1/2,2781,2784,D80,1
Airthings Masters KO 2020,2021-01-01,Radjabov,Dubov,1-0,2765,2702,A15,1
Airthings Masters KO 2020,2021-01-01,MVL,Aronian,1/2-1/2,2784,2781,C67,1
Airthings Masters KO 2020,2021-01-01,Aronian,MVL,1-0,2781,2784,D80,1
Airthings Masters KO 2020,2020-12-31,Radjabov,Dubov,1/2-1/2,2765,2702,D43,1
Airthings Masters KO 2020,2020-12-31,MVL,Aronian,0-1,2784,2781,C67,1
Airthings Masters KO 2020,2020-12-31,Dubov,Radjabov,1/2-1/2,2702,2765,E11,1
Airthings Masters KO 2020,2020-12-31,Aronian,MVL,1/2-1/2,2781,2784,A48,1
Airthings Masters KO 2020,2020-12-31,Radjabov,Dubov,1-0,2765,2702,D43,1
Airthings Masters KO 2020,2020-12-31,MVL,Aronian,1/2-1/2,2784,2781,C67,1
Airthings Masters KO 2020,2020-12-31,Dubov,Radjabov,0-1,2702,2765,B32,1
Airthings Masters KO 2020,2020-12-31,Aronian,MVL,1-0,2781,2784,E60,1
Airthings Masters KO 2020,2020-12-30,Dubov,Carlsen,1-0,2702,2862,E10,1
Airthings Masters KO 2020,2020-12-30,So,MVL,1-0,2770,2784,A15,1
Airthings Masters KO 2020,2020-12-30,Aronian,Nakamura,1-0,2781,2736,D02,1
Airthings Masters KO 2020,2020-12-30,Radjabov,Nepo,1-0,2765,2784,D42,1
Airthings Masters KO 2020,2020-12-30,Carlsen,Dubov,1/2-1/2,2862,2702,C48,1
Airthings Masters KO 2020,2020-12-30,MVL,So,1/2-1/2,2784,2770,C67,1
Airthings Masters KO 2020,2020-12-30,Nakamura,Aronian,0-1,2736,2781,A07,1
Airthings Masters KO 2020,2020-12-30,Nepo,Radjabov,1/2-1/2,2784,2765,E25,1
Airthings Masters KO 2020,2020-12-30,Dubov,Carlsen,1-0,2702,2862,E10,1
Airthings Masters KO 2020,2020-12-30,So,MVL,1/2-1/2,2770,2784,B90,1
Airthings Masters KO 2020,2020-12-30,Radjabov,Nepo,1/2-1/2,2765,2784,A04,1
Airthings Masters KO 2020,2020-12-30,MVL,So,1/2-1/2,2784,2770,C65,1
Airthings Masters KO 2020,2020-12-30,Nepo,Radjabov,1-0,2784,2765,E73,1
Airthings Masters KO 2020,2020-12-30,MVL,So,1-0,2784,2770,C67,1
Airthings Masters KO 2020,2020-12-30,Radjabov,Nepo,0-1,2765,2784,D02,1
Airthings Masters KO 2020,2020-12-30,So,MVL,1-0,2770,2784,A15,1
Airthings Masters KO 2020,2020-12-30,Nepo,Radjabov,0-1,2784,2765,B00,1
Airthings Masters KO 2020,2020-12-30,So,MVL,1/2-1/2,2770,2784,A30,1
Airthings Masters KO 2020,2020-12-30,Nepo,Radjabov,1/2-1/2,2784,2765,E91,1
Airthings Masters KO 2020,2020-12-29,Carlsen,Dubov,1-0,2862,2702,C77,1
Airthings Masters KO 2020,2020-12-29,MVL,So,1/2-1/2,2784,2770,C67,1
Airthings Masters KO 2020,2020-12-29,Nakamura,Aronian,1/2-1/2,2736,2781,D38,1
Airthings Masters KO 2020,2020-12-29,Nepo,Radjabov,1/2-1/2,2784,2765,D35,1
Airthings Masters KO 2020,2020-12-29,Dubov,Carlsen,1/2-1/2,2702,2862,E04,1
Airthings Masters KO 2020,2020-12-29,So,MVL,0-1,2770,2784,B90,1
Airthings Masters KO 2020,2020-12-29,Aronian,Nakamura,1-0,2781,2736,D02,1
Airthings Masters KO 2020,2020-12-29,Radjabov,Nepo,1/2-1/2,2765,2784,D42,1
Airthings Masters KO 2020,2020-12-29,Carlsen,Dubov,0-1,2862,2702,A15,1
Airthings Masters KO 2020,2020-12-29,MVL,So,1/2-1/2,2784,2770,C67,1
Airthings Masters KO 2020,2020-12-29,Nakamura,Aronian,1/2-1/2,2736,2781,D38,1
Airthings Masters KO 2020,2020-12-29,Nepo,Radjabov,1/2-1/2,2784,2765,E61,1
Airthings Masters KO 2020,2020-12-29,Dubov,Carlsen,1/2-1/2,2702,2862,E10,1
Airthings Masters KO 2020,2020-12-29,So,MVL,0-1,2770,2784,B90,1
Airthings Masters KO 2020,2020-12-29,Aronian,Nakamura,1/2-1/2,2781,2736,B08,1
Airthings Masters KO 2020,2020-12-29,Radjabov,Nepo,1/2-1/2,2765,2784,D42,1
Airthings Masters Prelim,2020-12-28,Giri,MVL,1-0,2764,2784,B89,1
Airthings Masters Prelim,2020-12-28,Grischuk,Carlsen,1/2-1/2,2777,2862,D38,1
Airthings Masters Prelim,2020-12-28,Nakamura,Anton Guijarro,1-0,2736,2675,E04,1
Airthings Masters Prelim,2020-12-28,Nepo,Dubov,1-0,2784,2702,E73,1
Airthings Masters Prelim,2020-12-28,Aronian,Harikrishna,1/2-1/2,2781,2732,D20,1
Airthings Masters Prelim,2020-12-28,So,Radjabov,1/2-1/2,2770,2765,D37,1
Airthings Masters Prelim,2020-12-28,MVL,Radjabov,1/2-1/2,2784,2765,B30,1
Airthings Masters Prelim,2020-12-28,Harikrishna,So,1/2-1/2,2732,2770,D41,1
Airthings Masters Prelim,2020-12-28,Dubov,Aronian,1/2-1/2,2702,2781,E10,1
Airthings Masters Prelim,2020-12-28,Anton Guijarro,Nepo,1/2-1/2,2675,2784,B53,1
Airthings Masters Prelim,2020-12-28,Carlsen,Nakamura,1-0,2862,2736,C67,1
Airthings Masters Prelim,2020-12-28,Giri,Grischuk,1/2-1/2,2764,2777,C53,1
Airthings Masters Prelim,2020-12-28,Grischuk,MVL,0-1,2777,2784,B51,1
Airthings Masters Prelim,2020-12-28,Nakamura,Giri,1-0,2736,2764,A08,1
Airthings Masters Prelim,2020-12-28,Nepo,Carlsen,1/2-1/2,2784,2862,B33,1
Airthings Masters Prelim,2020-12-28,Aronian,Anton Guijarro,0-1,2781,2675,B30,1
Airthings Masters Prelim,2020-12-28,So,Dubov,1-0,2770,2702,C78,1
Airthings Masters Prelim,2020-12-28,Radjabov,Harikrishna,1/2-1/2,2765,2732,D44,1
Airthings Masters Prelim,2020-12-27,Anton Guijarro,MVL,1/2-1/2,2675,2784,B51,1
Airthings Masters Prelim,2020-12-27,Carlsen,Dubov,1-0,2862,2702,B31,1
Airthings Masters Prelim,2020-12-27,Giri,Harikrishna,1-0,2764,2732,D47,1
Airthings Masters Prelim,2020-12-27,Grischuk,Radjabov,1/2-1/2,2777,2765,D37,1
Airthings Masters Prelim,2020-12-27,Nakamura,So,1/2-1/2,2736,2770,C67,1
Airthings Masters Prelim,2020-12-27,Nepo,Aronian,1/2-1/2,2784,2781,C45,1
Airthings Masters Prelim,2020-12-27,MVL,Aronian,1/2-1/2,2784,2781,A18,1
Airthings Masters Prelim,2020-12-27,So,Nepo,1/2-1/2,2770,2784,D85,1
Airthings Masters Prelim,2020-12-27,Radjabov,Nakamura,1/2-1/2,2765,2736,D37,1
Airthings Masters Prelim,2020-12-27,Harikrishna,Grischuk,1/2-1/2,2732,2777,B53,1
Airthings Masters Prelim,2020-12-27,Dubov,Giri,1-0,2702,2764,C67,1
Airthings Masters Prelim,2020-12-27,Anton Guijarro,Carlsen,1/2-1/2,2675,2862,E46,1
Airthings Masters Prelim,2020-12-27,Carlsen,MVL,1/2-1/2,2862,2784,A15,1
Airthings Masters Prelim,2020-12-27,Giri,Anton Guijarro,1/2-1/2,2764,2675,E04,1
Airthings Masters Prelim,2020-12-27,Grischuk,Dubov,1/2-1/2,2777,2702,A05,1
Airthings Masters Prelim,2020-12-27,Nakamura,Harikrishna,1/2-1/2,2736,2732,B11,1
Airthings Masters Prelim,2020-12-27,Nepo,Radjabov,1/2-1/2,2784,2765,B30,1
Airthings Masters Prelim,2020-12-27,Aronian,So,1/2-1/2,2781,2770,C67,1
Airthings Masters Prelim,2020-12-27,MVL,So,1/2-1/2,2784,2770,C88,1
Airthings Masters Prelim,2020-12-27,Radjabov,Aronian,1/2-1/2,2765,2781,D39,1
Airthings Masters Prelim,2020-12-27,Harikrishna,Nepo,1/2-1/2,2732,2784,B53,1
Airthings Masters Prelim,2020-12-27,Dubov,Nakamura,1/2-1/2,2702,2736,E06,1
Airthings Masters Prelim,2020-12-27,Anton Guijarro,Grischuk,1/2-1/2,2675,2777,C78,1
Airthings Masters Prelim,2020-12-27,Carlsen,Giri,1/2-1/2,2862,2764,D94,1
Airthings Masters Prelim,2020-12-26,Harikrishna,MVL,1/2-1/2,2732,2784,B51,1
Airthings Masters Prelim,2020-12-26,Dubov,Radjabov,1/2-1/2,2702,2765,E06,1
Airthings Masters Prelim,2020-12-26,Anton Guijarro,So,1/2-1/2,2675,2770,C67,1
Airthings Masters Prelim,2020-12-26,Carlsen,Aronian,1/2-1/2,2862,2781,D38,1
Airthings Masters Prelim,2020-12-26,Giri,Nepo,1/2-1/2,2764,2784,D90,1
Airthings Masters Prelim,2020-12-26,Grischuk,Nakamura,0-1,2777,2736,C53,1
Airthings Masters Prelim,2020-12-26,MVL,Nakamura,1/2-1/2,2784,2736,C50,1
Airthings Masters Prelim,2020-12-26,Nepo,Grischuk,0-1,2784,2777,C53,1
Airthings Masters Prelim,2020-12-26,Aronian,Giri,1-0,2781,2764,B90,1
Airthings Masters Prelim,2020-12-26,So,Carlsen,1/2-1/2,2770,2862,E92,1
Airthings Masters Prelim,2020-12-26,Radjabov,Anton Guijarro,1-0,2765,2675,D38,1
Airthings Masters Prelim,2020-12-26,Harikrishna,Dubov,1/2-1/2,2732,2702,B33,1
Airthings Masters Prelim,2020-12-26,Dubov,MVL,1/2-1/2,2702,2784,A33,1
Airthings Masters Prelim,2020-12-26,Anton Guijarro,Harikrishna,1/2-1/2,2675,2732,D45,1
Airthings Masters Prelim,2020-12-26,Carlsen,Radjabov,1/2-1/2,2862,2765,D37,1
Airthings Masters Prelim,2020-12-26,Giri,So,0-1,2764,2770,A14,1
Airthings Masters Prelim,2020-12-26,Grischuk,Aronian,1/2-1/2,2777,2781,C53,1
Airthings Masters Prelim,2020-12-26,Nakamura,Nepo,1/2-1/2,2736,2784,B51,1
Airthings Masters Prelim,2020-12-26,MVL,Nepo,0-1,2784,2784,B90,1
Airthings Masters Prelim,2020-12-26,Aronian,Nakamura,1/2-1/2,2781,2736,C70,1
Airthings Masters Prelim,2020-12-26,So,Grischuk,1/2-1/2,2770,2777,C42,1
Airthings Masters Prelim,2020-12-26,Radjabov,Giri,1/2-1/2,2765,2764,D38,1
Airthings Masters Prelim,2020-12-26,Harikrishna,Carlsen,1/2-1/2,2732,2862,B33,1
Airthings Masters Prelim,2020-12-26,Dubov,Anton Guijarro,1-0,2702,2675,E04,1
Skilling Open KO 2020,2020-11-30,So,Carlsen,0-1,2770,2862,B12,1
Skilling Open KO 2020,2020-11-30,Carlsen,So,0-1,2862,2770,D41,1
Skilling Open KO 2020,2020-11-30,So,Carlsen,1/2-1/2,2770,2862,C02,1
Skilling Open KO 2020,2020-11-30,Carlsen,So,1/2-1/2,2862,2770,C67,1
Skilling Open KO 2020,2020-11-30,So,Carlsen,1-0,2770,2862,B12,1
Skilling Open KO 2020,2020-11-30,Carlsen,So,1/2-1/2,2862,2770,D40,1
Skilling Open KO 2020,2020-11-29,Carlsen,So,1-0,2862,2770,D41,1
Skilling Open KO 2020,2020-11-29,So,Carlsen,1-0,2770,2862,C50,1
Skilling Open KO 2020,2020-11-29,Carlsen,So,1-0,2862,2770,D38,1
Skilling Open KO 2020,2020-11-29,So,Carlsen,1-0,2770,2862,B33,1
Skilling Open KO 2020,2020-11-28,Nepo,Carlsen,1-0,2784,2862,C84,1
Skilling Open KO 2020,2020-11-28,So,Nakamura,1/2-1/2,2770,2736,C70,1
Skilling Open KO 2020,2020-11-28,Carlsen,Nepo,1-0,2862,2784,B22,1
Skilling Open KO 2020,2020-11-28,Nakamura,So,1/2-1/2,2736,2770,C24,1
Skilling Open KO 2020,2020-11-28,Nepo,Carlsen,1/2-1/2,2784,2862,C84,1
Skilling Open KO 2020,2020-11-28,So,Nakamura,1/2-1/2,2770,2736,E32,1
Skilling Open KO 2020,2020-11-28,Carlsen,Nepo,1/2-1/2,2862,2784,B51,1
Skilling Open KO 2020,2020-11-28,Nakamura,So,1/2-1/2,2736,2770,A07,1
TCh-RUS Premier 2020,2020-11-28,Andreikin,Vitiugov,1/2-1/2,2726,2722,D85,0
Skilling Open KO 2020,2020-11-27,Carlsen,Nepo,1-0,2862,2784,D85,1
Skilling Open KO 2020,2020-11-27,Nakamura,So,1/2-1/2,2736,2770,C24,1
Skilling Open KO 2020,2020-11-27,Nepo,Carlsen,1/2-1/2,2784,2862,B35,1
Skilling Open KO 2020,2020-11-27,So,Nakamura,1-0,2770,2736,C53,1
Skilling Open KO 2020,2020-11-27,Carlsen,Nepo,1/2-1/2,2862,2784,D85,1
Skilling Open KO 2020,2020-11-27,Nakamura,So,1/2-1/2,2736,2770,D41,1
Skilling Open KO 2020,2020-11-27,Nepo,Carlsen,1/2-1/2,2784,2862,C67,1
Skilling Open KO 2020,2020-11-27,So,Nakamura,1/2-1/2,2770,2736,A81,1
TCh-RUS Premier 2020,2020-11-27,Dubov,Artemiev,1/2-1/2,2699,2708,C78,0
Skilling Open KO 2020,2020-11-26,Giri,Carlsen,1/2-1/2,2764,2862,C53,1
Skilling Open KO 2020,2020-11-26,Nepo,Aronian,1-0,2784,2781,C53,1
Skilling Open KO 2020,2020-11-26,Radjabov,So,1/2-1/2,2765,2770,D41,1
Skilling Open KO 2020,2020-11-26,Nakamura,MVL,1-0,2736,2784,B90,1
Skilling Open KO 2020,2020-11-26,Carlsen,Giri,1/2-1/2,2862,2764,E60,1
Skilling Open KO 2020,2020-11-26,Aronian,Nepo,1/2-1/2,2781,2784,A34,1
Skilling Open KO 2020,2020-11-26,So,Radjabov,1-0,2770,2765,C50,1
Skilling Open KO 2020,2020-11-26,MVL,Nakamura,1/2-1/2,2784,2736,C50,1
Skilling Open KO 2020,2020-11-26,Giri,Carlsen,1/2-1/2,2764,2862,C67,1
Skilling Open KO 2020,2020-11-26,Nepo,Aronian,1/2-1/2,2784,2781,C43,1
Skilling Open KO 2020,2020-11-26,Radjabov,So,1/2-1/2,2765,2770,D41,1
Skilling Open KO 2020,2020-11-26,Nakamura,MVL,1-0,2736,2784,B90,1
Skilling Open KO 2020,2020-11-26,Carlsen,Giri,1/2-1/2,2862,2764,B22,1
Skilling Open KO 2020,2020-11-26,Aronian,Nepo,0-1,2781,2784,A34,1
Skilling Open KO 2020,2020-11-26,So,Radjabov,1/2-1/2,2770,2765,B32,1
Skilling Open KO 2020,2020-11-26,Aronian,Nepo,0-1,2781,2784,A34,1
Skilling Open KO 2020,2020-11-26,Radjabov,So,1/2-1/2,2765,2770,D41,1
Skilling Open KO 2020,2020-11-26,MVL,Nakamura,1-0,2784,2736,C50,1
Skilling Open KO 2020,2020-11-26,Nepo,Aronian,1-0,2784,2781,B06,1
Skilling Open KO 2020,2020-11-26,So,Radjabov,1/2-1/2,2770,2765,B32,1
Skilling Open KO 2020,2020-11-26,Nakamura,MVL,1-0,2736,2784,A45,1
Skilling Open KO 2020,2020-11-26,Radjabov,So,1/2-1/2,2765,2770,A06,1
Skilling Open KO 2020,2020-11-26,MVL,Nakamura,1/2-1/2,2784,2736,C50,1
Skilling Open KO 2020,2020-11-25,Carlsen,Giri,1/2-1/2,2862,2764,D38,1
Skilling Open KO 2020,2020-11-25,Aronian,Nepo,1/2-1/2,2781,2784,A48,1
Skilling Open KO 2020,2020-11-25,So,Radjabov,0-1,2770,2765,C53,1
Skilling Open KO 2020,2020-11-25,MVL,Nakamura,1-0,2784,2736,C67,1
Skilling Open KO 2020,2020-11-25,Giri,Carlsen,1/2-1/2,2764,2862,B31,1
Skilling Open KO 2020,2020-11-25,Nepo,Aronian,1-0,2784,2781,C53,1
Skilling Open KO 2020,2020-11-25,Radjabov,So,1/2-1/2,2765,2770,D41,1
Skilling Open KO 2020,2020-11-25,Nakamura,MVL,1/2-1/2,2736,2784,D82,1
Skilling Open KO 2020,2020-11-25,Carlsen,Giri,1/2-1/2,2862,2764,C47,1
Skilling Open KO 2020,2020-11-25,Aronian,Nepo,1-0,2781,2784,A48,1
Skilling Open KO 2020,2020-11-25,So,Radjabov,0-1,2770,2765,A28,1
Skilling Open KO 2020,2020-11-25,MVL,Nakamura,1/2-1/2,2784,2736,C76,1
Skilling Open KO 2020,2020-11-25,Giri,Carlsen,0-1,2764,2862,C50,1
Skilling Open KO 2020,2020-11-25,Nepo,Aronian,0-1,2784,2781,C53,1
Skilling Open KO 2020,2020-11-25,Nakamura,MVL,1/2-1/2,2736,2784,A45,1
TCh-RUS Premier 2020,2020-11-25,Vitiugov,Artemiev,1/2-1/2,2722,2708,C63,0
Skilling Open Prelim,2020-11-24,So,MVL,1/2-1/2,2770,2784,D85,1
Skilling Open Prelim,2020-11-24,Svidler,Vidit,0-1,2723,2726,A37,1
