Event,Date,White,Black,Result,WhiteElo,BlackElo,ECO,SpeedChess
Cote d'Ivoire Rapid 2019,2019-05-09,Nepo,Amin,1-0,2773,2704,C84,1
Cote d'Ivoire Rapid 2019,2019-05-09,Carlsen,MVL,1-0,2861,2780,B90,1
Cote d'Ivoire Rapid 2019,2019-05-09,Amin,Nakamura,1-0,2704,2761,B40,1
Cote d'Ivoire Rapid 2019,2019-05-09,Wei Yi,So,1/2-1/2,2736,2754,E04,1
Cote d'Ivoire Rapid 2019,2019-05-09,Topalov,Karjakin,1/2-1/2,2740,2752,D38,1
Cote d'Ivoire Rapid 2019,2019-05-09,Ding Liren,Nepo,1-0,2805,2773,E60,1
Cote d'Ivoire Rapid 2019,2019-05-09,Nakamura,Ding Liren,1-0,2761,2805,C88,1
Cote d'Ivoire Rapid 2019,2019-05-09,Carlsen,Topalov,1/2-1/2,2861,2740,C47,1
Cote d'Ivoire Rapid 2019,2019-05-09,MVL,So,1/2-1/2,2780,2754,C65,1
Cote d'Ivoire Rapid 2019,2019-05-09,Nepo,Wei Yi,1/2-1/2,2773,2736,C42,1
Cote d'Ivoire Rapid 2019,2019-05-09,Karjakin,Amin,1/2-1/2,2752,2704,C84,1
Cote d'Ivoire Rapid 2019,2019-05-08,Carlsen,So,1-0,2861,2754,D35,1
Cote d'Ivoire Rapid 2019,2019-05-08,Nakamura,MVL,1-0,2761,2780,B23,1
Cote d'Ivoire Rapid 2019,2019-05-08,Amin,Ding Liren,0-1,2704,2805,C88,1
Cote d'Ivoire Rapid 2019,2019-05-08,Karjakin,Nepo,1/2-1/2,2752,2773,B98,1
Cote d'Ivoire Rapid 2019,2019-05-08,Topalov,Wei Yi,1/2-1/2,2740,2736,C42,1
Cote d'Ivoire Rapid 2019,2019-05-08,MVL,Ding Liren,1/2-1/2,2780,2805,A07,1
Cote d'Ivoire Rapid 2019,2019-05-08,Nakamura,Karjakin,1/2-1/2,2761,2752,C65,1
Cote d'Ivoire Rapid 2019,2019-05-08,Nepo,Carlsen,0-1,2773,2861,B32,1
Cote d'Ivoire Rapid 2019,2019-05-08,Wei Yi,Amin,1-0,2736,2704,E00,1
Cote d'Ivoire Rapid 2019,2019-05-08,So,Topalov,1/2-1/2,2754,2740,C65,1
Cote d'Ivoire Rapid 2019,2019-05-08,Carlsen,Nakamura,1/2-1/2,2861,2761,A18,1
Cote d'Ivoire Rapid 2019,2019-05-08,Karjakin,MVL,1/2-1/2,2752,2780,B90,1
Cote d'Ivoire Rapid 2019,2019-05-08,Amin,So,0-1,2704,2754,B51,1
Cote d'Ivoire Rapid 2019,2019-05-08,Topalov,Nepo,1/2-1/2,2740,2773,C55,1
Cote d'Ivoire Rapid 2019,2019-05-08,Ding Liren,Wei Yi,0-1,2805,2736,D85,1
25th Sigeman & Co 2019,2019-05-07,Saric,Harikrishna,1/2-1/2,2694,2730,C88,0
54th Capablanca Mem Elite,2019-05-07,Adhiban,Ivanchuk,1/2-1/2,2701,2677,A32,0
25th Sigeman & Co 2019,2019-05-06,Jones,Saric,1-0,2702,2694,B51,0
54th Capablanca Mem Elite,2019-05-06,Anton Guijarro,Adhiban,1-0,2667,2701,E71,0
TCh-RUS Premier 2019,2019-05-04,Vitiugov,Artemiev,1/2-1/2,2734,2754,B91,0
54th Capablanca Mem Elite,2019-05-03,Ivanchuk,Anton Guijarro,1/2-1/2,2677,2667,C47,0
GRENKE Chess Classic 2019,2019-04-29,Caruana,Aronian,1/2-1/2,2819,2763,C89,0
GRENKE Chess Classic 2019,2019-04-29,Carlsen,MVL,1-0,2845,2773,A37,0
GRENKE Chess Classic 2019,2019-04-29,Anand,Svidler,1/2-1/2,2774,2735,C84,0
GRENKE Chess Classic 2019,2019-04-28,Vallejo Pons,Naiditsch,1/2-1/2,2693,2695,D30,0
GRENKE Chess Classic 2019,2019-04-28,Svidler,Carlsen,0-1,2735,2845,B30,0
GRENKE Chess Classic 2019,2019-04-28,Aronian,Anand,1/2-1/2,2763,2774,C65,0
3rd Du Te Cup 2019,2019-04-27,Ding Liren,Harikrishna,1-0,2809,2723,A29,0
3rd Du Te Cup 2019,2019-04-27,Yu Yangyi,Rapport,1/2-1/2,2751,2726,C07,0
3rd Du Te Cup 2019,2019-04-27,Giri,Jakovenko,1-0,2797,2719,E06,0
GRENKE Chess Classic 2019,2019-04-27,MVL,Vallejo Pons,1/2-1/2,2773,2693,C02,0
GRENKE Chess Classic 2019,2019-04-27,Carlsen,Aronian,1-0,2845,2763,D37,0
GRENKE Chess Classic 2019,2019-04-27,Caruana,Naiditsch,1-0,2819,2695,E01,0
3rd Du Te Cup 2019,2019-04-26,Harikrishna,Yu Yangyi,1-0,2723,2751,C42,0
3rd Du Te Cup 2019,2019-04-26,Jakovenko,Ding Liren,1/2-1/2,2719,2809,B51,0
3rd Du Te Cup 2019,2019-04-26,Rapport,Giri,1/2-1/2,2726,2797,A14,0
GRENKE Chess Classic 2019,2019-04-26,Vallejo Pons,Caruana,1/2-1/2,2693,2819,C48,0
GRENKE Chess Classic 2019,2019-04-26,Naiditsch,Anand,1-0,2695,2774,C48,0
GRENKE Chess Classic 2019,2019-04-26,Svidler,MVL,1/2-1/2,2735,2773,A34,0
3rd Du Te Cup 2019,2019-04-25,Yu Yangyi,Jakovenko,1/2-1/2,2751,2719,D37,0
3rd Du Te Cup 2019,2019-04-25,Giri,Ding Liren,1/2-1/2,2797,2809,C53,0
3rd Du Te Cup 2019,2019-04-25,Rapport,Harikrishna,1-0,2726,2723,A05,0
3rd Du Te Cup 2019,2019-04-24,Harikrishna,Giri,1/2-1/2,2723,2797,B51,0
3rd Du Te Cup 2019,2019-04-24,Ding Liren,Yu Yangyi,1/2-1/2,2809,2751,A29,0
3rd Du Te Cup 2019,2019-04-24,Jakovenko,Rapport,1/2-1/2,2719,2726,E00,0
GRENKE Chess Classic 2019,2019-04-24,Carlsen,Naiditsch,1/2-1/2,2845,2695,A29,0
GRENKE Chess Classic 2019,2019-04-24,Anand,Caruana,1/2-1/2,2774,2819,C67,0
GRENKE Chess Classic 2019,2019-04-24,MVL,Aronian,1/2-1/2,2773,2763,C88,0
GRENKE Chess Classic 2019,2019-04-24,Svidler,Vallejo Pons,1/2-1/2,2735,2693,C55,0
3rd Du Te Cup 2019,2019-04-23,Rapport,Ding Liren,1/2-1/2,2726,2809,C47,0
3rd Du Te Cup 2019,2019-04-23,Harikrishna,Jakovenko,1-0,2723,2719,C67,0
3rd Du Te Cup 2019,2019-04-23,Giri,Yu Yangyi,1-0,2797,2751,A06,0
GRENKE Chess Classic 2019,2019-04-23,Caruana,Carlsen,1/2-1/2,2819,2845,B33,0
GRENKE Chess Classic 2019,2019-04-23,Aronian,Svidler,1-0,2763,2735,C88,0
GRENKE Chess Classic 2019,2019-04-23,Vallejo Pons,Anand,0-1,2693,2774,B11,0
GRENKE Chess Classic 2019,2019-04-22,Carlsen,Anand,1/2-1/2,2845,2774,A22,0
GRENKE Chess Classic 2019,2019-04-22,MVL,Naiditsch,1/2-1/2,2773,2695,C67,0
GRENKE Chess Classic 2019,2019-04-22,Aronian,Vallejo Pons,1/2-1/2,2763,2693,C11,0
3rd Du Te Cup 2019,2019-04-21,Yu Yangyi,Harikrishna,0-1,2751,2723,C50,0
3rd Du Te Cup 2019,2019-04-21,Giri,Rapport,1/2-1/2,2797,2726,B30,0
3rd Du Te Cup 2019,2019-04-21,Ding Liren,Jakovenko,1-0,2809,2719,A34,0
GRENKE Chess Classic 2019,2019-04-21,Vallejo Pons,Carlsen,0-1,2693,2845,C78,0
GRENKE Chess Classic 2019,2019-04-21,Caruana,MVL,1/2-1/2,2819,2773,B23,0
GRENKE Chess Classic 2019,2019-04-21,Naiditsch,Svidler,0-1,2695,2735,C69,0
3rd Du Te Cup 2019,2019-04-20,Jakovenko,Giri,1/2-1/2,2719,2797,B33,0
3rd Du Te Cup 2019,2019-04-20,Harikrishna,Ding Liren,1-0,2723,2809,C88,0
3rd Du Te Cup 2019,2019-04-20,Rapport,Yu Yangyi,1/2-1/2,2726,2751,A08,0
GRENKE Chess Classic 2019,2019-04-20,Svidler,Caruana,1/2-1/2,2735,2819,B33,0
GRENKE Chess Classic 2019,2019-04-20,MVL,Anand,1/2-1/2,2773,2774,B12,0
GRENKE Chess Classic 2019,2019-04-20,Aronian,Naiditsch,1/2-1/2,2763,2695,B90,0
3rd Du Te Cup 2019,2019-04-19,Jakovenko,Yu Yangyi,1/2-1/2,2719,2751,C55,0
3rd Du Te Cup 2019,2019-04-19,Harikrishna,Rapport,1-0,2723,2726,C15,0
3rd Du Te Cup 2019,2019-04-19,Ding Liren,Giri,1/2-1/2,2809,2797,A14,0
3rd Du Te Cup 2019,2019-04-18,Rapport,Jakovenko,1/2-1/2,2726,2719,D37,0
3rd Du Te Cup 2019,2019-04-18,Giri,Harikrishna,1-0,2797,2723,C53,0
3rd Du Te Cup 2019,2019-04-18,Yu Yangyi,Ding Liren,1/2-1/2,2751,2809,E00,0
3rd Du Te Cup 2019,2019-04-17,Yu Yangyi,Giri,1/2-1/2,2751,2797,E06,0
3rd Du Te Cup 2019,2019-04-17,Ding Liren,Rapport,1/2-1/2,2809,2726,E00,0
3rd Du Te Cup 2019,2019-04-17,Jakovenko,Harikrishna,1/2-1/2,2719,2723,B48,0
TCh-CHN 2019,2019-04-12,Vidit,Yu Yangyi,1/2-1/2,2717,2751,C67,0
TCh-CHN 2019,2019-04-12,Naiditsch,Wang Hao,1/2-1/2,2695,2726,C42,0
TCh-CHN 2019,2019-04-11,Wang Hao,Andreikin,1-0,2726,2721,B47,1
ch-CRO 2019,2019-04-10,Saric,Saric,1/2-1/2,2530,2691,D02,0
Vugar Gashimov Mem 2019,2019-04-09,Navara,Radjabov,1/2-1/2,2739,2756,B12,0
Vugar Gashimov Mem 2019,2019-04-09,Ding Liren,Giri,1/2-1/2,2812,2797,D38,0
Vugar Gashimov Mem 2019,2019-04-09,Carlsen,Grischuk,1-0,2845,2771,C65,0
Vugar Gashimov Mem 2019,2019-04-09,Mamedyarov,Karjakin,1/2-1/2,2790,2753,D37,0
Vugar Gashimov Mem 2019,2019-04-09,Anand,Topalov,1/2-1/2,2779,2740,C50,0
Vugar Gashimov Mem 2019,2019-04-08,Grischuk,Navara,1-0,2771,2739,C02,0
Vugar Gashimov Mem 2019,2019-04-08,Radjabov,Anand,1/2-1/2,2756,2779,D37,0
Vugar Gashimov Mem 2019,2019-04-08,Karjakin,Carlsen,0-1,2753,2845,B33,0
Vugar Gashimov Mem 2019,2019-04-08,Topalov,Ding Liren,0-1,2740,2812,E21,0
Vugar Gashimov Mem 2019,2019-04-08,Giri,Mamedyarov,1/2-1/2,2797,2790,C53,0
Vugar Gashimov Mem 2019,2019-04-07,Mamedyarov,Ding Liren,1/2-1/2,2790,2812,D30,0
Vugar Gashimov Mem 2019,2019-04-07,Navara,Karjakin,1/2-1/2,2739,2753,A13,0
Vugar Gashimov Mem 2019,2019-04-07,Carlsen,Giri,1-0,2845,2797,A29,0
Vugar Gashimov Mem 2019,2019-04-07,Radjabov,Topalov,1/2-1/2,2756,2740,C45,0
Vugar Gashimov Mem 2019,2019-04-07,Anand,Grischuk,1/2-1/2,2779,2771,C65,0
Vugar Gashimov Mem 2019,2019-04-06,Giri,Navara,1/2-1/2,2797,2739,D38,0
Vugar Gashimov Mem 2019,2019-04-06,Grischuk,Radjabov,1/2-1/2,2771,2756,D20,0
Vugar Gashimov Mem 2019,2019-04-06,Ding Liren,Carlsen,1/2-1/2,2812,2845,E60,0
Vugar Gashimov Mem 2019,2019-04-06,Karjakin,Anand,1-0,2753,2779,D37,0
Vugar Gashimov Mem 2019,2019-04-06,Topalov,Mamedyarov,1-0,2740,2790,C92,0
Vugar Gashimov Mem 2019,2019-04-04,Grischuk,Topalov,1-0,2771,2740,D37,0
Vugar Gashimov Mem 2019,2019-04-04,Radjabov,Karjakin,1/2-1/2,2756,2753,E06,0
Vugar Gashimov Mem 2019,2019-04-04,Carlsen,Mamedyarov,1/2-1/2,2845,2790,D32,0
Vugar Gashimov Mem 2019,2019-04-04,Anand,Giri,1-0,2779,2797,C65,0
Vugar Gashimov Mem 2019,2019-04-04,Navara,Ding Liren,1-0,2739,2812,D49,0
Vugar Gashimov Mem 2019,2019-04-03,Mamedyarov,Navara,1/2-1/2,2790,2739,D38,0
Vugar Gashimov Mem 2019,2019-04-03,Ding Liren,Anand,1/2-1/2,2812,2779,D37,0
Vugar Gashimov Mem 2019,2019-04-03,Topalov,Carlsen,1/2-1/2,2740,2845,D38,0
Vugar Gashimov Mem 2019,2019-04-03,Karjakin,Grischuk,1/2-1/2,2753,2771,D73,0
Vugar Gashimov Mem 2019,2019-04-03,Giri,Radjabov,1/2-1/2,2797,2756,D37,0
Vugar Gashimov Mem 2019,2019-04-02,Grischuk,Giri,1/2-1/2,2771,2797,D38,0
Vugar Gashimov Mem 2019,2019-04-02,Karjakin,Topalov,1/2-1/2,2753,2740,C53,0
Vugar Gashimov Mem 2019,2019-04-02,Navara,Carlsen,0-1,2739,2845,B33,0
Vugar Gashimov Mem 2019,2019-04-02,Radjabov,Ding Liren,1/2-1/2,2756,2812,C89,0
Vugar Gashimov Mem 2019,2019-04-02,Anand,Mamedyarov,1-0,2779,2790,C50,0
Vugar Gashimov Mem 2019,2019-04-01,Mamedyarov,Radjabov,1/2-1/2,2790,2756,D02,0
Vugar Gashimov Mem 2019,2019-04-01,Ding Liren,Grischuk,1-0,2812,2771,E60,0
Vugar Gashimov Mem 2019,2019-04-01,Carlsen,Anand,1-0,2845,2779,D37,0
Vugar Gashimov Mem 2019,2019-04-01,Giri,Karjakin,0-1,2797,2753,C53,0
Vugar Gashimov Mem 2019,2019-04-01,Topalov,Navara,1/2-1/2,2740,2739,C02,0
63rd ch-USA 2019,2019-03-31,Shankland,Caruana,1/2-1/2,2731,2828,E11,0
Vugar Gashimov Mem 2019,2019-03-31,Anand,Navara,1/2-1/2,2779,2739,B90,0
Vugar Gashimov Mem 2019,2019-03-31,Giri,Topalov,1/2-1/2,2797,2740,C65,0
Vugar Gashimov Mem 2019,2019-03-31,Radjabov,Carlsen,1/2-1/2,2756,2845,C55,0
Vugar Gashimov Mem 2019,2019-03-31,Karjakin,Ding Liren,1/2-1/2,2753,2812,C50,0
Vugar Gashimov Mem 2019,2019-03-31,Grischuk,Mamedyarov,1/2-1/2,2771,2790,C67,0
63rd ch-USA 2019,2019-03-30,Nakamura,Dominguez Perez,1/2-1/2,2746,2739,D41,0
63rd ch-USA 2019,2019-03-28,Nakamura,Shankland,1/2-1/2,2746,2731,D16,0
63rd ch-USA 2019,2019-03-28,Caruana,So,1/2-1/2,2828,2762,E04,0
63rd ch-USA 2019,2019-03-25,So,Dominguez Perez,1/2-1/2,2762,2739,C65,0
63rd ch-USA 2019,2019-03-24,Nakamura,Caruana,1/2-1/2,2746,2828,B33,0
63rd ch-USA 2019,2019-03-23,Caruana,Dominguez Perez,1/2-1/2,2828,2739,E06,0
63rd ch-USA 2019,2019-03-23,So,Shankland,1/2-1/2,2762,2731,B12,0
20th ch-EUR Indiv 2019,2019-03-21,Artemiev,Van Foreest,1-0,2736,2515,D05,0
63rd ch-USA 2019,2019-03-21,Dominguez Perez,Shankland,1/2-1/2,2739,2731,B48,0
63rd ch-USA 2019,2019-03-20,Nakamura,So,1/2-1/2,2746,2762,E06,0
1st Prague Masters 2019,2019-03-15,Navara,Vidit,0-1,2739,2711,D38,0
1st Prague Masters 2019,2019-03-15,Duda,Wojtaszek,1/2-1/2,2731,2722,D38,0
1st Prague Masters 2019,2019-03-15,Vitiugov,Rapport,1/2-1/2,2726,2738,B30,0
12th World Teams 2019,2019-03-14,Karjakin,Adhiban,1/2-1/2,2753,2683,C02,0
12th World Teams 2019,2019-03-14,Naiditsch,Amin,1/2-1/2,2710,2709,C92,0
1st Prague Masters 2019,2019-03-14,Harikrishna,Navara,1/2-1/2,2730,2739,B90,0
1st Prague Masters 2019,2019-03-14,Rapport,Shankland,1/2-1/2,2738,2731,B20,0
1st Prague Masters 2019,2019-03-14,Vidit,Duda,1/2-1/2,2711,2731,B53,0
1st Prague Masters 2019,2019-03-14,Wojtaszek,Vitiugov,1/2-1/2,2722,2726,E04,0
PRO League Group Stage,2019-03-14,MVL,Alekseenko,1-0,2780,2637,B56,1
PRO League Group Stage,2019-03-14,Alekseenko,Vallejo Pons,1-0,2637,2698,C70,1
PRO League Group Stage,2019-03-14,Van Foreest,MVL,0-1,2612,2780,D97,1
PRO League Group Stage,2019-03-14,Vallejo Pons,Van Foreest,1-0,2698,2612,E32,1
PRO League Group Stage,2019-03-14,MVL,Vallejo Pons,1-0,2780,2698,C50,1
PRO League Group Stage,2019-03-14,Alekseenko,Van Foreest,1-0,2637,2612,B90,1
12th World Teams 2019,2019-03-13,Ding Liren,Adams,1-0,2812,2708,A07,0
12th World Teams 2019,2019-03-13,Wei Yi,Howell,1-0,2733,2693,A15,0
12th World Teams 2019,2019-03-13,Jones,Bu Xiangzhi,1/2-1/2,2681,2731,B51,0
1st Prague Masters 2019,2019-03-13,Harikrishna,Vidit,1/2-1/2,2730,2711,C53,0
1st Prague Masters 2019,2019-03-13,Shankland,Wojtaszek,1/2-1/2,2731,2722,C88,0
1st Prague Masters 2019,2019-03-13,Vitiugov,Duda,1-0,2726,2731,B90,0
PRO League Group Stage,2019-03-13,Nakamura,Mamedyarov,1/2-1/2,2749,2817,A00,1
12th World Teams 2019,2019-03-12,Naiditsch,Adhiban,1/2-1/2,2710,2683,C69,0
12th World Teams 2019,2019-03-12,Adams,Amin,0-1,2708,2709,C95,0
1st Prague Masters 2019,2019-03-12,Rapport,Navara,1/2-1/2,2738,2739,A20,0
1st Prague Masters 2019,2019-03-12,Vidit,Vitiugov,1/2-1/2,2711,2726,E04,0
1st Prague Masters 2019,2019-03-12,Duda,Shankland,1/2-1/2,2731,2731,A15,0
PRO League Group Stage,2019-03-12,Saric,Caruana,1/2-1/2,2690,2828,C16,1
12th World Teams 2019,2019-03-11,Karjakin,Naiditsch,0-1,2753,2710,B32,0
12th World Teams 2019,2019-03-11,Mamedov,Nepo,0-1,2701,2771,B51,0
12th World Teams 2019,2019-03-11,Amin,Ding Liren,1/2-1/2,2709,2812,C88,0
1st Prague Masters 2019,2019-03-10,Harikrishna,Rapport,1/2-1/2,2730,2738,C15,0
1st Prague Masters 2019,2019-03-10,Shankland,Vitiugov,1/2-1/2,2731,2726,D35,0
1st Prague Masters 2019,2019-03-10,Navara,Wojtaszek,1/2-1/2,2739,2722,B90,0
St Louis Spring A,2019-03-10,Le Quang Liem,Ivanchuk,1-0,2715,2698,D11,0
12th World Teams 2019,2019-03-09,Adams,Adhiban,1/2-1/2,2708,2683,B31,0
1st Prague Masters 2019,2019-03-09,Duda,Navara,1-0,2731,2739,D30,0
1st Prague Masters 2019,2019-03-09,Vidit,Shankland,0-1,2711,2731,D85,0
1st Prague Masters 2019,2019-03-09,Wojtaszek,Harikrishna,1/2-1/2,2722,2730,E06,0
12th World Teams 2019,2019-03-08,Nepo,Adams,1/2-1/2,2771,2708,C84,0
12th World Teams 2019,2019-03-08,Andreikin,Howell,1/2-1/2,2725,2693,B18,0
12th World Teams 2019,2019-03-08,Jones,Artemiev,1/2-1/2,2681,2736,A11,0
12th World Teams 2019,2019-03-08,Adhiban,Ding Liren,1/2-1/2,2683,2812,D41,0
1st Prague Masters 2019,2019-03-08,Rapport,Vidit,1/2-1/2,2738,2711,A33,0
1st Prague Masters 2019,2019-03-08,Navara,Vitiugov,1/2-1/2,2739,2726,D37,0
1st Prague Masters 2019,2019-03-08,Harikrishna,Duda,1-0,2730,2731,B30,0
12th World Teams 2019,2019-03-07,Ding Liren,Karjakin,1/2-1/2,2812,2753,E00,0
12th World Teams 2019,2019-03-07,Nepo,Yu Yangyi,1-0,2771,2761,C43,0
12th World Teams 2019,2019-03-07,Wei Yi,Grischuk,1/2-1/2,2733,2771,C50,0
12th World Teams 2019,2019-03-07,Artemiev,Bu Xiangzhi,1/2-1/2,2736,2731,A07,0
12th World Teams 2019,2019-03-07,Amin,Adhiban,0-1,2709,2683,D77,0
1st Prague Masters 2019,2019-03-07,Shankland,Navara,1/2-1/2,2731,2739,E15,0
1st Prague Masters 2019,2019-03-07,Vitiugov,Harikrishna,1-0,2726,2730,C67,0
1st Prague Masters 2019,2019-03-07,Wojtaszek,Rapport,1-0,2722,2738,E94,0
12th World Teams 2019,2019-03-06,Naiditsch,Adams,1-0,2710,2708,C67,0
12th World Teams 2019,2019-03-06,Karjakin,Amin,1-0,2753,2709,E98,0
1st Prague Masters 2019,2019-03-06,Wojtaszek,Vidit,1/2-1/2,2722,2711,D38,0
1st Prague Masters 2019,2019-03-06,Rapport,Duda,0-1,2738,2731,B08,0
1st Prague Masters 2019,2019-03-06,Harikrishna,Shankland,1/2-1/2,2730,2731,B92,0
12th World Teams 2019,2019-03-05,Artemiev,Firouzja,1-0,2736,2657,A49,0
12th World Teams 2019,2019-03-05,Ding Liren,Mamedov,1-0,2812,2701,D12,0
Aeroflot Open A 2019,2019-02-26,Wang Hao,Firouzja,1-0,2714,2618,E75,0
Champions Showdown Rapid,2019-02-22,Harikrishna,Caruana,1-0,2726,2828,D37q,1
Champions Showdown Rapid,2019-02-22,Duda,Nakamura,1-0,2731,2749,C65j,1
Champions Showdown Rapid,2019-02-22,Navara,So,0-1,2738,2765,E20,1
Champions Showdown Rapid,2019-02-22,Topalov,Dominguez Perez,1-0,2740,2739,C27f,1
Champions Showdown Rapid,2019-02-22,Rapport,Shankland,0-1,2735,2731,D02k,1
Champions Showdown Rapid,2019-02-22,Caruana,Harikrishna,1-0,2828,2726,C65j,1
Champions Showdown Rapid,2019-02-22,Nakamura,Duda,1-0,2749,2731,C43g,1
Champions Showdown Rapid,2019-02-22,So,Navara,1/2-1/2,2765,2738,D41c,1
Champions Showdown Rapid,2019-02-22,Dominguez Perez,Topalov,1/2-1/2,2739,2740,C65j,1
Champions Showdown Rapid,2019-02-22,Shankland,Rapport,0-1,2731,2735,C10w,1
Champions Showdown Rapid,2019-02-22,Harikrishna,Caruana,1/2-1/2,2726,2828,A06,1
Champions Showdown Rapid,2019-02-22,Duda,Nakamura,1/2-1/2,2731,2749,A13r,1
Champions Showdown Rapid,2019-02-22,Navara,So,1-0,2738,2765,A22,1
Champions Showdown Rapid,2019-02-22,Topalov,Dominguez Perez,1-0,2740,2739,C27f,1
Champions Showdown Rapid,2019-02-22,Rapport,Shankland,1-0,2735,2731,A46r,1
Champions Showdown Rapid,2019-02-22,Caruana,Harikrishna,1/2-1/2,2828,2726,A28,1
Champions Showdown Rapid,2019-02-22,Nakamura,Duda,1-0,2749,2731,A18,1
Champions Showdown Rapid,2019-02-22,So,Navara,1-0,2765,2738,B12j,1
Champions Showdown Rapid,2019-02-22,Dominguez Perez,Topalov,0-1,2739,2740,C65j,1
Champions Showdown Rapid,2019-02-22,Shankland,Rapport,0-1,2731,2735,E16g,1
Champions Showdown Rapid,2019-02-21,Harikrishna,Caruana,0-1,2726,2828,A45g,1
Champions Showdown Rapid,2019-02-21,Duda,Nakamura,1/2-1/2,2731,2749,C54i,1
Champions Showdown Rapid,2019-02-21,Navara,So,1-0,2738,2765,D41n,1
Champions Showdown Rapid,2019-02-21,Topalov,Dominguez Perez,1/2-1/2,2740,2739,C54d,1
Champions Showdown Rapid,2019-02-21,Rapport,Shankland,1/2-1/2,2735,2731,D02k,1
Champions Showdown Rapid,2019-02-21,Caruana,Harikrishna,1/2-1/2,2828,2726,C74,1
Champions Showdown Rapid,2019-02-21,Nakamura,Duda,1/2-1/2,2749,2731,D24b,1
Champions Showdown Rapid,2019-02-21,So,Navara,1-0,2765,2738,B11n,1
Champions Showdown Rapid,2019-02-21,Dominguez Perez,Topalov,1/2-1/2,2739,2740,B94g,1
Champions Showdown Rapid,2019-02-21,Shankland,Rapport,1/2-1/2,2731,2735,B03c,1
Champions Showdown Rapid,2019-02-21,Harikrishna,Caruana,0-1,2726,2828,A20,1
Champions Showdown Rapid,2019-02-21,Duda,Nakamura,0-1,2731,2749,C54i,1
Champions Showdown Rapid,2019-02-21,Navara,So,0-1,2738,2765,D56,1
Champions Showdown Rapid,2019-02-21,Topalov,Dominguez Perez,1/2-1/2,2740,2739,C42n,1
Champions Showdown Rapid,2019-02-21,Rapport,Shankland,1/2-1/2,2735,2731,D02p,1
Champions Showdown Rapid,2019-02-21,Caruana,Harikrishna,1-0,2828,2726,C95g,1
Champions Showdown Rapid,2019-02-21,Nakamura,Duda,1/2-1/2,2749,2731,D31c,1
Champions Showdown Rapid,2019-02-21,So,Navara,1-0,2765,2738,E05m,1
Champions Showdown Rapid,2019-02-21,Dominguez Perez,Topalov,1-0,2739,2740,C17o,1
Champions Showdown Rapid,2019-02-21,Shankland,Rapport,0-1,2731,2735,B03c,1
Champions Showdown Rapid,2019-02-20,Harikrishna,Caruana,0-1,2726,2828,C42q,1
Champions Showdown Rapid,2019-02-20,Duda,Nakamura,1/2-1/2,2731,2749,C54i,1
Champions Showdown Rapid,2019-02-20,Navara,So,1-0,2738,2765,C83,1
Champions Showdown Rapid,2019-02-20,Topalov,Dominguez Perez,1/2-1/2,2740,2739,C24,1
Champions Showdown Rapid,2019-02-20,Rapport,Shankland,1-0,2735,2731,D31j,1
Champions Showdown Rapid,2019-02-20,Caruana,Harikrishna,1/2-1/2,2828,2726,C65j,1
Champions Showdown Rapid,2019-02-20,Nakamura,Duda,1-0,2749,2731,C47t,1
Champions Showdown Rapid,2019-02-20,So,Navara,1-0,2765,2738,C65j,1
Champions Showdown Rapid,2019-02-20,Dominguez Perez,Topalov,0-1,2739,2740,C45j,1
Champions Showdown Rapid,2019-02-20,Shankland,Rapport,0-1,2731,2735,C41v,1
Champions Showdown Rapid,2019-02-20,Harikrishna,Caruana,0-1,2726,2828,C43f,1
Champions Showdown Rapid,2019-02-20,Duda,Nakamura,1-0,2731,2749,C54i,1
Champions Showdown Rapid,2019-02-20,Navara,So,1/2-1/2,2738,2765,C65j,1
Champions Showdown Rapid,2019-02-20,Topalov,Dominguez Perez,1/2-1/2,2740,2739,C54d,1
Champions Showdown Rapid,2019-02-20,Rapport,Shankland,1-0,2735,2731,D63,1
Champions Showdown Rapid,2019-02-20,Caruana,Harikrishna,1-0,2828,2726,B47a,1
Champions Showdown Rapid,2019-02-20,Nakamura,Duda,1/2-1/2,2749,2731,C27f,1
Champions Showdown Rapid,2019-02-20,So,Navara,1-0,2765,2738,C65j,1
Champions Showdown Rapid,2019-02-20,Dominguez Perez,Topalov,1/2-1/2,2739,2740,C45p,1
Champions Showdown Rapid,2019-02-20,Shankland,Rapport,1/2-1/2,2731,2735,C41v,1
PRO League Group Stage,2019-02-20,Nakamura,Le Quang Liem,1/2-1/2,2749,2714,A06,1
PRO League Group Stage,2019-02-20,Adhiban,Ding Liren,1/2-1/2,2689,2813,D73,1
PRO League Group Stage,2019-02-20,Ding Liren,Nakamura,1-0,2813,2749,A04,1
PRO League Group Stage,2019-02-20,Le Quang Liem,Ding Liren,1/2-1/2,2714,2813,D85u,1
PRO League Group Stage,2019-02-20,Caruana,Adhiban,1-0,2828,2689,C92f,1
PRO League Group Stage,2019-02-20,Nakamura,Caruana,1/2-1/2,2749,2828,C42g,1
PRO League Group Stage,2019-02-20,Caruana,Le Quang Liem,1/2-1/2,2828,2714,B13h,1
PRO League Group Stage,2019-02-20,Adhiban,Nakamura,0-1,2689,2749,A04,1
PRO League Group Stage,2019-02-20,Ding Liren,Caruana,1/2-1/2,2813,2828,A20,1
PRO League Group Stage,2019-02-20,Le Quang Liem,Adhiban,0-1,2714,2689,D31n,1
